Job title,Company name,Date,Location,Skills,Links,Salary,Requirements
Head of Software Development (Leading Alexandria Branch),Smartera 3S ,9 days ago,"Alexandria, Egypt ",Full timeManager · 10+ Yrs of Exp · Software Engineering · Computer Engineering · System Design · Computer Science · Information Systems · Scrum · Scala · Java J2EE · EJB · Python,https://wuzzuf.net/jobs/p/X72uSQSE3xqj-Head-of-Software-Development-Leading-Alexandria-Branch-Smartera-3S-Alexandria-Egypt?o=36&l=sp&t=sj&a=python|search-v3|hpb,"25,000 to 45,000 EGP per month, Performance bonuses, Potential Stock Options, Social and Medical Insurance","Bachelor’s degree in computer science, information systems, software engineering, or equivalent.| Proven managerial skills with team building and retention techniques,| Proven team leadership history and delivery achievements| Solid understanding to project management principals and methodologies (PMP or Agile Software Development Certificate is preferred)| Highly Preferable to have Solid technical experience and background in some of the below technologies (Java J2EE, EJB, Scala, Python, AngularJS, Vue JS, RoR, SOA, Web service Rest/WSDL, Linux, Docker, Hadoop, Spark, impala, Google MAPS, Android, IOS, Ionic)| Excellent Business analysis skills| Excellent modeling and presentation skills"
Front-End Developer Team Leader - Alexandria,Caduceus Lane,12 days ago,"Alexandria, Egypt ",Full timeManager · 5+ Yrs of Exp · Java · C++ · C# · HTML · CSS · Python · Information Technology (IT) · Adobe Illustrator · Adobe Indesign · Web Design,https://wuzzuf.net/jobs/p/IH7AscklxQQg-Front-End-Developer-Team-Leader---Alexandria-Caduceus-Lane-Alexandria-Egypt?o=37&l=sp&t=sj&a=python|search-v3|hpb,Confidential,"A Bachelor’s degree or relevant academic experience from an accredited university in Computer Information Technology, Computer Science, technology-related field to include coursework in web-based platforms and applications programming using high-level computer programming languages and developmental tools.| 5+ years of experience designing, developing, testing, implementing and maintaining web-based applications systems (with special attention to HTML) including applications and programs using high level generally accepted computer program languages.| Good working knowledge of HTML5, CSS, Jquery, & JavaScript is highly desirable.| Good working knowledge of database design principles and experience with using a database in a web-based environment.| Develops new applications from beginning to end and maintains existing applications.| Ability to work on complex problems where independent action and a high degree of initiative are required.| Exercises considerable judgment within broadly defined practices and procedures to select methods, processes, and techniques for designing tools and delivering information."
ETL Engineer,Tech-Hub,11 days ago,"6th of October, Giza, Egypt ",Full timeEntry Level · 1 - 5 Yrs of Exp · Big Data · Computer Science · Kafka · Spark · Python · Information Technology (IT) · SQL · NoSQL · Hadoop · AWS,https://wuzzuf.net/jobs/p/M9Ecww653va8-ETL-Engineer-Tech-Hub-Giza-Egypt?o=38&l=sp&t=sj&a=python|search-v3|hpb,Confidential,"Experience with ETL techniques and tools.| Expert in implementing sophisticated ETL flows.| Experience with object-oriented/object function scripting language: Python.| Good knowledge of different RDBMS and NoSQL engines.| Very good experience with advanced SQL| Fair knowledge with stream-processing systems: Kafka, Storm, Spark-Streaming, etc."
Machine Learning - Intern - India,AIESEC Cairo University,10 days ago,"Hyderabad, India ",InternshipStudent · Machine Learning · Tensorflow · Python · deep learning · SQL · Software Engineering · Information Technology ( IT ) · Computer Science · C++ · Installation/Maintenance/Repair,https://wuzzuf.net/jobs/p/2AEZcv0AZ1in-Machine-Learning---Intern---India-AIESEC-Cairo-University-Hyderabad-India?o=39&l=sp&t=sj&a=python|search-v3|hpb,Unpaid,The ability to travel to India
Software Technical Lead,THE PLATFORM,10 days ago,"New Cairo, Cairo, Egypt ",Full timeManager · 4 - 6 Yrs of Exp · Computer Science · Software Engineering · SQL · NodeJS · ReactJS · Python · Development · Software Development · Computer Engineering · Information Technology (IT),https://wuzzuf.net/jobs/p/lVm8iNgSxjkM-Software-Technical-Lead-THE-PLATFORM-Cairo-Egypt?o=40&l=sp&t=sj&a=python|search-v3|hpb,"18,000 to 22,000 EGP per month","Graduate of Computer Engineering or Computer Science College.| 4+ years of practical experience in software development (after graduation).| Software development and architecting have to be the daily routine for candidate since he started his career.| Has strong NodeJS experience.| Has strong python experience.| Strong in ReactJS and JavaScript.| Has strong SQL background.| Familiar with AWS services.| Experienced in building software auto test, deployment process| Knowledge in POSTGIS, GIS and its python frameworks and packages is a major plus.| ML experience is plus.| Image recognition experience is plus.| Experience in Strapi framework is a plus.| Experience in TypeScript and D3.Js is a plus."
Junior Software Engineer - Backend,Confidential -,18 days ago,"Cairo, Egypt ",Full timeEntry Level · 0 - 2 Yrs of Exp · Backend · Software Development · Software Engineering · Database · Fintech · Information Technology (IT) · Computer Science · Computer Engineering · Python · IT/Software Development,https://wuzzuf.net/jobs/p/PjcVbDzyVftm-Junior-Software-Engineer---Backend-Cairo-Egypt?o=41&l=sp&t=sj&a=python|search-v3|hpb,"15,000 to 30,000 EGP per month","BS in Computer Science or a related technical field| Knowledge of backend systems design principles, patterns, and best practices| Good knowledge of different database management systems| Strong communication skills| Highly motivated with positive attitude| Comfortable working in a fast-paced, all-hands-on-deck environment| Prior fintech experience is a plus"
SRE & Support Engineer - Cairo,Cegedim,15 days ago,"New Cairo, Cairo, Egypt ",Full timeExperienced · 2+ Yrs of Exp · Jira · Saltstack · Jenkins · Linux · Oracle · MongoDB · Bash · Powershell · Python · Groovy,https://wuzzuf.net/jobs/p/3BEzcAtfnCl7-SRE-Support-Engineer---Cairo-Cegedim-Cairo-Egypt?o=42&l=sp&t=sj&a=python|search-v3|hpb,Confidential,"2+ years in Linux and Windows systems administration| Excellent problem-solving and communication skills| Good understanding of computer systems| Ability to diagnose and troubleshoot basic technical issues| Ability to provide step-by-step technical help, both written and verbal| Hands-on experience with Windows/Linux environments| Good knowledge of scripting languages: Python, Bash, PowerShell…| Knowledge of automation tools such as puppet, ansible, terraform| Knowing Kubernetes is a plus"
Infrastructure Automation Developer,Cegedim,15 days ago,"New Cairo, Cairo, Egypt ",Full timeExperienced · 3+ Yrs of Exp · DevOps · IT · Automation · Computer Science · Computer Engineering · Information Technology (IT) · Jira · Terraform · Ansible · Jenkins,https://wuzzuf.net/jobs/p/ve6Ox1BSUI0W-Infrastructure-Automation-Developer-Cegedim-Cairo-Egypt?o=43&l=sp&t=sj&a=python|search-v3|hpb,"Confidential, Bonus, Social Insurance, Medical insurance","3+ years in Linux and Windows systems administration| Good knowledge of scripting languages: Python, Bash, PowerShell…| Knowledge about API design, REST, HTTP| Knowledge of automation tools such as puppet, ansible, terraform| Knowing Kubernetes is a plus"
Senior Data Analyst\Trainer,Pharous LLC,14 days ago,"Alexandria, Egypt ",Full timeExperienced · 3 - 6 Yrs of Exp · Data Analysis · Analysis · Computer Science · SQL · Python · Business Intelligence · MIS · Microsoft Excel · Data · Information Technology (IT),https://wuzzuf.net/jobs/p/wHvT3pIOIzOW-Senior-Data-AnalystTrainer-Pharous-LLC-Alexandria-Egypt?o=44&l=sp&t=sj&a=python|search-v3|hpb,"Confidential, Bonuses and Allowances","Bachelor degree in MIS, computer science or any relevant degree| Willing to constantly travel for training duties abroad within the gulf area| Experience in data models and reporting packages| Exceptional Microsoft Excel skills| Knowledge of SQL and Python\ statistical programming| Ability to write comprehensive reports and analyze large data sets| Has strong analytics skills and attention to detail| Strong communication and presentation skills| Experience in business intelligence"
QC Engineer,Pharous LLC,14 days ago,"Alexandria, Egypt ",Full timeExperienced · 2 - 3 Yrs of Exp · Software Development · QA · Information Technology (IT) · Computer Science · Quality Control · QC · Quality Assurance · Testing · Selenium · Science,https://wuzzuf.net/jobs/p/UqGkrOXHfvXd-QC-Engineer-Pharous-LLC-Alexandria-Egypt?o=45&l=sp&t=sj&a=python|search-v3|hpb,"Confidential, Bonuses + Profit Share","BSc\BA in Computer Science or any relevant degree| Basic knowledge of programming language (eg; Java, C++, Python)| Experienced in testing both mobile (iOS & Android) and web applications is a must| API testing using Postman or any other tool.| Great attention to detail and problem solving skills.| Strong analytical skills and ability to provide effective, long term solutions.| Knowledge of Jira tool, black box testing and white box is a plus.| Selenium Tester is a plus"
Backend Developer (PHP),La Casa Code,15 days ago,"Sheikh Zayed, Giza, Egypt ",Full timeExperienced · 5 - 10 Yrs of Exp · Software Development · MySQL · aws · SQL · RabbitMQ · GraphQL · APIs · Python · SOLID · Docker,https://wuzzuf.net/jobs/p/4GuLYcyxCAtd-Backend-Developer-PHP-La-Casa-Code-Giza-Egypt?o=46&l=sp&t=sj&a=python|search-v3|hpb,Confidential,"5+ years industry experience of backend development| Good communication skills and collaborative approach to working in a team| Profound PHP knowledge, SOLID design principles| Experience with other languages (e.g.python) is a plus.| Experience with different databases/storage backends (MySQL, NoSQL , PostgreSQL, Elasticsearch or Redis) and messaging systems (RabbitMQ)| Experience in building larger-scale content management applications merging data from many different sources| Experience with cloud services providers (like AWS or digitalocean Cloud Platform), container technologies (Docker, Kubernetes), scalable microservices architecture.| Curiosity to learn new technologies, programming languages and paradigms"
Full Stack Developer,Art dimension,11 days ago,"Dokki, Giza, Egypt ",Full timeExperienced · 5+ Yrs of Exp · Information Technology (IT) · Software Development · Full Stack · MySQL · jQuery · CSS · HTML · javaScript · Angular · Computer Science,https://wuzzuf.net/jobs/p/SdbVgg6ApUfu-Full-Stack-Developer-Art-dimension-Giza-Egypt?o=47&l=sp&t=sj&a=python|search-v3|hpb,Confidential,"Proven experience as a Full Stack Developer or similar role for 5 years.| Knowledge of  back-end language (e.g. php) and framework (e.g. laravel) and some JavaScript frameworks such as (e.g.  Angular, Vue js , React, Node.js, etc) .| Knowledge of multiple front-end languages and libraries (e.g. HTML/ CSS, JavaScript, XML, json , jQuery) .| Familiarity with databases (e.g. MySQL, MongoDB), web servers (e.g. Apache), and UI/UX design.| Excellent communication and teamwork skills.| Familiarity with common stacks.| Great attention to detail.| Organizational skills.| An analytical mind."
Senior Javascript Developer,Paymob Solutions,11 days ago,"Maadi, Cairo, Egypt ",Full timeExperienced · 2 - 4 Yrs of Exp · javaScript · Information Technology (IT) · Front-End · HTML5 · Software Development · Django · Computer Science · AngularJS · ReactJS · Grunt,https://wuzzuf.net/jobs/p/bHdNuW8Q5uDY-Senior-Javascript-Developer-Paymob-Solutions-Cairo-Egypt?o=48&l=sp&t=sj&a=python|search-v3|hpb,Confidential,"Strong understanding of JavaScript, its quirks, and workarounds| Good understanding of Python| Basic understanding of web markup, including HTML5 and CSS3| Good understanding of advanced JavaScript libraries and frameworks such as AngularJS, KnockoutJS, BackboneJS, ReactJS, Django, etc.}}| Good understanding of asynchronous request handling, partial page updates, and AJAX| Proficient understanding of cross-browser compatibility issues and ways to work around such issues| Familiarity with JavaScript module loaders, such as Require.js and AMD| Familiarity with front-end build tools, such as Grunt and Gulp.js"
Senior Django Developer,Transpooler,13 days ago,"Dokki, Giza, Egypt ",Full timePart timeWork from homeExperienced · 2+ Yrs of Exp · RESTful APIs · Postgres · MySQL · javaScript · Node JS · HTML · GitHUB · CSS · Django · Computer Science,https://wuzzuf.net/jobs/p/MQnvvg7own83-Senior-Django-Developer-Transpooler-Giza-Egypt?o=49&l=sp&t=sj&a=python|search-v3|hpb,Confidential,"You need to be an expert Django developer who has experience working on a large scale system.| Very good experience on Java scripts, MySQL , Postgres , RESTful APIs| Working knowledge with Node JS, Bootstrap , GitHUB, CSS and HTML.| Experience with location-based services is a plus.| It is a great opportunity for the senior developers who are not based in Cairo, or those who are having non-demanding full-time job and can take another part-time one, since the work is 100% from home and we welcome part-time.| For those applying as Part-time;  morning availability for minimum of 2 hours is a must (Fridays and Saturdays off)."
Senior Odoo Developer,Pefect Presentation,18 days ago,"Maadi, Cairo, Egypt ",Full timeExperienced · 5 - 10 Yrs of Exp · Odoo · Computer Science · Programming · Information Technology (IT) · Python · HTML · PostgreSQL · XML · javaScript · jQuery,https://wuzzuf.net/jobs/p/QI4TabDFGtCx-Senior-Odoo-Developer-Pefect-Presentation-Cairo-Egypt?o=50&l=sp&t=sj&a=python|search-v3|hpb,Confidential,"Should have Python experience as well as a solid understanding of Object Oriented Design and Programming.| Experience in Developing new Odoo (OpenERP) Module and extension of the Odoo (OpenERP) framework and its existing modules.| Experience in integrating Odoo with Other Business Systems.| Experience in writing Modules for Odoo Web site (preferred).| Experience in HTML, XML, JavaScript, and JQuery(preferred).| Experience in PostgreSQL database.| Experience in Webkit, RML Report, OpenOffice Reports and Pentaho Report (preferred)..| Experience in using Eclipse or Pycharm IDEs."
Senior Penetration Tester,SURE International Technology,17 days ago,"Nasr City, Cairo, Egypt ",Full timeExperienced · 5 - 7 Yrs of Exp · Information Technology (IT) · Computer Science · Computer Engineering · Testing · ASP.NET · C# · Python · JavaScript · IT/Software Development · Quality,https://wuzzuf.net/jobs/p/VjBf3jDloJNU-Senior-Penetration-Tester-SURE-International-Technology-Cairo-Egypt?o=51&l=sp&t=sj&a=python|search-v3|hpb,Confidential,"Bachelor’s degree in Information Systems, Information Technology (IT), Computer Science, Engineering, or other technical/IT field with relevant experience .| Demonstrated experience in one or more computer programming and scripting languages such as Python, Bash, ASP.NET, C#, JavaScript .| Experience with penetration testing tools such as OWASP ZAP, Burp Suite, Nmap, etc.| Experience with manual attack and penetration testing .| Familiarity with multiple operating systems, minimally Windows and Linux .| Understanding of network architecture, or how networks operate in general ."
Data Analyst,Shiny white dental center ,16 days ago,"Cairo, Egypt ",Full timeExperienced · 2 - 5 Yrs of Exp · Data Analysis · Analysis · Data Analyst · Information Technology (IT) · Data · Analytical · Business · Reporting · SQL · Python,https://wuzzuf.net/jobs/p/vB9CF2PaHm4K-Data-Analyst-Shiny-white-dental-center-Cairo-Egypt?o=52&l=sp&t=sj&a=python|search-v3|hpb,Confidential,"Proven working experience as a Data Analyst or Business Data Analyst| Programming languages, such as SQL, Oracle and Python| The ability to analyse, model and interpret data| Problem-solving skills| A methodical and logical approach| The ability to plan work and meet deadlines| Accuracy and attention to detail| Interpersonal skills| Teamworking skills| Written and verbal communication skills"
Junior Software Engineer,Confidential -,22 days ago,"Maadi, Cairo, Egypt ",Full timeEntry Level · 0 - 2 Yrs of Exp · Computer Science · Telecom Engineering · Marketing · CRM · PHP · HTML · SQL · ERP · E-marketing · Media,https://wuzzuf.net/jobs/p/ZTioFUpkhY2b-Junior-Software-Engineer-Cairo-Egypt?o=53&l=sp&t=sj&a=python|search-v3|hpb,Confidential,"Bachelor's degree in Computer Science.| A background in combining marketing technologies with enterprise applications.| Excellent technical skills may include marketing automation or CRM, ERP.| Basic knowledge of the following languages SQL, HTML, JavaScript, Python, Java, Apex, REST, SOAP, and PHP.| Strong analytical abilities."
Technical Software Team Leader,intrazero,21 days ago,"Nasr City, Cairo, Egypt ",Full timeManager · 5+ Yrs of Exp · Information Technology (IT) · Computer Science · Computer Engineering · Software · CSS · javaScript · HTML · Java · Python · PHP,https://wuzzuf.net/jobs/p/BR4W0NxJyrGy-Technical-Software-Team-Leader-intrazero-Cairo-Egypt?o=54&l=sp&t=sj&a=python|search-v3|hpb,"Confidential, Bonus","Bachelor’s degree in any field, preferably with a computer science or engineering background| 5+ years of relevant experience| Good command of English| 5+ years of experience with web development languages : (PHP, Python or Node.js)| 5+ years of experience with JavaScript, CSS, and HTML| +1 years hands-on experience with React, VueJS or Angular is a must.| Strong knowledge of restful API's| Strong knowledge of version control systems (Git, or similar)| Familiarity with Agile development environment and methodologies.| Excellent knowledge of DB concepts and tools (SQL server, MYSQL databases, PostgreSQL)| Excellent knowledge of Linux Server and tools| Excellent knowledge of OOP (concepts, techniques, principles, analysis, and design)| Excellent knowledge of design patterns| Excellent knowledge of data processing and handling various types and sizes of documents and media| Excellent knowledge of ORM| Experience with CI/CD is a plus| Experience with AWS services is a plus| Experience with Docker is plus"
Elixir Developer,Flairstech,25 days ago,"Maadi, Cairo, Egypt ",Full timeEntry Level · 1+ Yrs of Exp · Elixir · PHP · Ruby · C# · OOP · Python · Software Development · Information Technology (IT) · Computer Science · Computer Engineering,https://wuzzuf.net/jobs/p/k33viXg8GAAR-Elixir-Developer-Flairstech-Cairo-Egypt?o=55&l=sp&t=sj&a=python|search-v3|hpb,Confidential,"Since Elixir is relatively new, experience in Elixir is not required.| The technical backgrounds vary covering Python, Ruby, PHP and C#.| We are looking for a hardworking motivated developer who always seizes opportunities to learn and advance."
Process Improvement & Automation Specialist,Confidential -,24 days ago,"Obour City, Cairo, Egypt ",Full timeExperienced · 2 - 5 Yrs of Exp · Process Improvement · Quality Assurance · Quality Control · Computer Science · Artificial Intelligence · Data warehouse · Developing processes · Technologies · Telecom Engineering · Information Technology,https://wuzzuf.net/jobs/p/pFfeCCJSjWfk-Process-Improvement-Automation-Specialist-Cairo-Egypt?o=56&l=sp&t=sj&a=python|search-v3|hpb,"Confidential, Social & Medical Insurance + Transportation.","Bachelor’s degree in computer science.| 2+ years of experience in applying Artificial Intelligence and Data warehouse to practical and comprehensive technology solutions.| Proven experience with ML, deep learning, Python, NLP.| Experience with Project Management, governance, and change enablement.| Knowledge of basic algorithms, object-oriented and functional design principles, and best practice patterns.| Experience with REST API development, NoSQL design, RDBMS design and optimizations.| Experience with innovation accelerators.| Experience with Cloud environments."
Full Stack Developer,Conference Organizing Bureau,26 days ago,"Mohandessin, Giza, Egypt ",Full timePart timeExperienced · 3 - 5 Yrs of Exp · Software Development · Full Stack · Web · Information Technology (IT) · Computer Science · javaScript · PHP · MySQL · React · Python,https://wuzzuf.net/jobs/p/4i7Xa9iwZmoQ-Full-Stack-Developer-Conference-Organizing-Bureau-Giza-Egypt?o=57&l=sp&t=sj&a=python|search-v3|hpb,Confidential,"Proven experience as a full stack dev or similar role| Experience developing complex web-based applications | Knowledge of multiple backend languages e.g. PHP, Python with frameworks such as Zend or Django| Working experience with javascript frameworks such as React and/or Angular| Familiarity with databases e.g. MySQL and/or Postgres and web servers e.g. Apache"
Senior Linux System Engineer,Link Datacenter,24 days ago,"Dokki, Giza, Egypt ",Full timeExperienced · 3 - 5 Yrs of Exp · Engineering · Communication Engineering · Information Technology (IT) · Computer Science · Installation · Maintenance · Solaris · CentOS · RedHat · NGINX,https://wuzzuf.net/jobs/p/JBwKi6ngQgSR-Senior-Linux-System-Engineer-Link-Datacenter-Giza-Egypt?o=58&l=sp&t=sj&a=python|search-v3|hpb,Confidential,"Bachelor degree from a reputable university (Communications engineering or computer science background is preferred).| Minimum “3 to 5” years of experience in NIX Platform (RedHat – CentOS – Ubuntu) is a must.| Managing, maintaining and tuning webservers (NGINX, PHP-FPM and Apache).| Managing DNS Systems (BIND and Power DNS).| MySQL Administration."
Senior C++ Developer,CrossWorkers,28 days ago,"Cairo, Egypt ",Full timeExperienced · 5+ Yrs of Exp · C++ · Information Technology (IT) · Multithreading · Software Engineering · RestcppAPI · Win32 · Python · javaScript · Computer Science · Software Development,https://wuzzuf.net/jobs/p/KzBXRFAvuLQp-Senior-C-Developer-CrossWorkers-Cairo-Egypt?o=59&l=sp&t=sj&a=python|search-v3|hpb,Confidential,"+5 years’ experience with strong C++ programming skills.| Experience with QT and modern C++ is preferred.| Experience with developing portable applications for Windows, macOs and Linux is preferred.| Experience with Python and JavaScript is preferred.| Must have good debugging, problem solving, and communications skills.| BS degree in Computer Science, Computer Engineering or a related discipline."
Senior Back-End Developer - Part Time,Appgain,1 month ago,"Maadi, Cairo, Egypt ",Part timeExperienced · 4 - 6 Yrs of Exp · Python Developer · IT · Flask · RestAPI · CMS · Mongo DB · SQL · NOSQL DB · Python · GIT,https://wuzzuf.net/jobs/p/n7ks8VPtJHXK-Senior-Back-End-Developer---Part-Time-Appgain-Cairo-Egypt?o=60&l=sp&t=sj&a=python|search-v3|hpb,Confidential,"BS or Graduate degree in Computer Science or Engineering | Python Flask, Python Profiling | Expert in CI using Jenkins | Good experience in RestAPI development, Elastic Search, Redis, AWS SQS | Expert in NoSQL DB: Mongo DB | Experienced in the development of Big Data platforms "
Cloud Infrastructure Engineer - Cairo,ExaServe LLC,29 days ago,"Nasr City, Cairo, Egypt ",Full timeExperienced · 3 - 6 Yrs of Exp · Information Technology (IT) · Computer Science · Cloud · Infrastructure · AWS · Azure · Engineering · Networking · Python · Firewall,https://wuzzuf.net/jobs/p/NEtpkAzqYQ2F-Cloud-Infrastructure-Engineer---Cairo-ExaServe-LLC-Cairo-Egypt?o=61&l=sp&t=sj&a=python|search-v3|hpb,Confidential,"Hands on cloud engineer with experience in AWS and AZURE. | AWS Solution Architect Professional or equivalent. | Expert level Cloud Security engineering| SME on Cloud networking, Transit gateway setup, multi-cloud peering| Working knowledge/experience with Terraform and infrastructure as a code| Jenkins & Python are plus| Application Firewall ruleset, distributed security architecture expert and infrastructure audit/Pen testing"
Big Data Engineer,Fawry Banking & Payment Technology Services,1 month ago,"6th of October, Giza, Egypt ",Full timeExperienced · 2+ Yrs of Exp · Information Technology (IT) · Telecom Engineering · Big Data · Big Data Applications · Linux · UNIX · Python · Java · javaScript · Java SE,https://wuzzuf.net/jobs/p/pZ5ffCOBOVAk-Big-Data-Engineer-Fawry-Banking-Payment-Technology-Services-Giza-Egypt?o=62&l=sp&t=sj&a=python|search-v3|hpb,Confidential,"2+ years of experience with the suite of open source big data technologies and platforms (Cloudera/Hortonworks, Hadoop Ecosystems, Spark, Kafka, Hive, Cassandra).| Experience with object-oriented/object function scripting languages: Python, Java, C++, Scala, etc, is a plus.| Basic knowledge of Linux/UNIX including to process large data sets.| Excellent communication skills and a dynamic team player."
Senior PHP Developer - Plugins Development,Paymob Solutions,1 month ago,"Maadi, Cairo, Egypt ",Full timeExperienced · 2+ Yrs of Exp · PHP · Web Development · Software Development · Laravel · Information Technology (IT) · Plugins Development · Computer Science · CSS · javaScript · HTML,https://wuzzuf.net/jobs/p/mnkTg5wWkleo-Senior-PHP-Developer---Plugins-Development-Paymob-Solutions-Cairo-Egypt?o=63&l=sp&t=sj&a=python|search-v3|hpb,"Confidential, Social & Medical Insurance","Experience with Cloud Commerce systems - Magento, Shopify, Bigcommerce, Salesforce commerce cloud, Opencart , Prestashop , WooCommerce and cs-cart .| Knowledge of HTML/HTML5 and CSS/CSS3 with well-grounded JavaScript skills| Advanced knowledge and hands-on experience web technologies and standards (HTML & CSS/DNS/SMTP/API/data transfer protocols and databases)| Working knowledge in modern web development workflows| Deep knowledge of APIs| PHP| MySQL profiling and query optimization| Redis| Deep knowledge in OOP / SOLID principles| JavaScript| VueJS| HTML/CSS| JSON-based REST API| Deep knowledge in OOP / SOLID principles| JavaScript| JQuery| HTML/CSS| MySQL profiling and query optimization"
Senior Odoo Developer,Confidential -,28 days ago,"Victoria, Alexandria, Egypt ",Full timeExperienced · 3 - 5 Yrs of Exp · Information Technology (IT) · Computer Science · Odoo · Python · Software Development · XML · API · Programming · Software · Development,https://wuzzuf.net/jobs/p/CDuzyB9Subo8-Senior-Odoo-Developer-Alexandria-Egypt?o=64&l=sp&t=sj&a=python|search-v3|hpb,Confidential,"Education: BA (prefer computer science and Computer Engineering)| Experience: 3-5 years| Experience in integrating Odoo with Other Business Systems| Strong object-oriented programming |  Proficiency with Agile methodology (Scrum/Kanban) and Software Development Lifecycle |  Experience in BDD (Behavior Driven Development)| Ability to elicit needs from key decision-makers| Familiar with the TFS, Jira | Solid knowledge of REST API/GraphQL and XML RPC | Solid UML diagrams experience is plus| Relevant certificates are plus| Skills: Excellent communication skills, Leadership skills, organizational skills, Time Management."
Odoo Technical Team Leader,Confidential -,28 days ago,"Victoria, Alexandria, Egypt ",Full timeManager · 4 - 6 Yrs of Exp · Computer Science · Information Technology (IT) · Software · Computer Engineering · Software Development · Engineering · Agile · Odoo · API · XML,https://wuzzuf.net/jobs/p/jAfuP3zVZd6g-Odoo-Technical-Team-Leader-Alexandria-Egypt?o=65&l=sp&t=sj&a=python|search-v3|hpb,Confidential,"Education: BA (prefer computer science and Computer Engineering)| Experience: 4-6 years| Experience in integrating Odoo with Other Business Systems| Strong object-oriented programming |  Proficiency with Agile methodology (Scrum/Kanban) and Software Development Lifecycle |  Experience in BDD (Behavior Driven Development)| Ability to elicit needs from key decision-makers| Familiar with the TFS, Jira | Solid knowledge of REST API/GraphQL and XML RPC | Solid UML diagrams experience is plus| Relevant certificates are plus| Skills: Excellent communication skills, Leadership skills, organizational skills, Time Management. Problem solving skills."
Senior PHP Developer - Cairo,Nabd,1 month ago,"Cairo, Egypt ",Full timeExperienced · 2 - 10 Yrs of Exp · PHP · javaScript · MySQL · CSS · HTML · Python · jQuery · Information Technology (IT) · Computer Science · Software Development,https://wuzzuf.net/jobs/p/CJ5KvJyJHy1X-Senior-PHP-Developer---Cairo-Nabd-Cairo-Egypt?o=66&l=sp&t=sj&a=python|search-v3|hpb,Confidential,"Bachelor's degree in technical or business discipline or equivalent experience.| 2+ years of professional experience with rapid web development, using Python, PcHP, HTML, JavaScript, CSS, jQuery, and MySQL.| Experience in planning and delivering software solutions used across multiple products and organizational units.| Extensive knowledge of IT concepts, strategies and methodologies.| Strong oral and written communication skills; presentation skills.| Must be self-starter, proactive and willing to learn and grow with the business."
Odoo Developer,Go2Martket Dynamics,28 days ago,"Sheraton, Cairo, Egypt ",Full timeExperienced · 2 - 5 Yrs of Exp · Computer Science · Odoo · Python · Odoo Development · Odoo Modules · Odoo Developer · Information Technology (IT) · PostgreSQL · HTML · XML,https://wuzzuf.net/jobs/p/dTKB736pZXEQ-Odoo-Developer-Go2Martket-Dynamics-Cairo-Egypt?o=67&l=sp&t=sj&a=python|search-v3|hpb,Confidential,"Experience in integrating Odoo with Other Business Systems.| Should have working knowledge of API's in ODOO.| Experience in writing Modules for Odoo Web site .| Experience in HTML, XML, and JQuery.| Experience in PostgreSQL database.| Experience in Webkit, RML Report, OpenOffice Reports and Pentaho Report (preferred).| Experience in using Eclipse or Pycharm IDEs.| Experience with GITLAB or equivalent source control"
Odoo Developer,Confidential -,29 days ago,"Cairo, Egypt ",Full timeWork from homeEntry Level · 1 - 3 Yrs of Exp · Computer Science · Odoo · Python · Development · Integration · Information Technology (IT) · IT/Software Development · Engineering - Telecom/Technology,https://wuzzuf.net/jobs/p/JxTa6OvIWZGQ-Odoo-Developer-Cairo-Egypt?o=68&l=sp&t=sj&a=python|search-v3|hpb,Confidential,Odoo developer with 1-3 years experience| Work in flexible time| Can make integration with odoo app and other application
Junior Developer,Superior Business Solutions,1 month ago,"Nasr City, Cairo, Egypt ",Full timeEntry Level · 1+ Yrs of Exp · Information Technology (IT) · Computer Science · Software Development · Software Engineering · Programming · Software · C# · Java · PHP · Agile,https://wuzzuf.net/jobs/p/e4fCsUiGx3ZJ-Junior-Developer-Superior-Business-Solutions-Cairo-Egypt?o=69&l=sp&t=sj&a=python|search-v3|hpb,Confidential,"Programming Language such as Node.js, GoLang, python, PHP, Java, C#, jQuery| You are passionate about quality and can engineer it at all stages of software development| You are an expert in practical aspects of running Scrum (or other agile methodologies) within a team and in a distributed cross-team environment.•| Experience +1 year| Fluent English is a MUST| Education: Bachelor's Degree in Computer Science or relevant discipline.| Nice to Have: Previous Experience in Health care.| Residents near Nasr City are preferred| Another foreign language"
Senior Full Stack Developer,Superior Business Solutions,1 month ago,"Nasr City, Cairo, Egypt ",Full timeExperienced · 3+ Yrs of Exp · Information Technology (IT) · Software Development · Computer Science · javaScript · Python · Software · Node.js · English · PHP · C#,https://wuzzuf.net/jobs/p/vuEjfBXqE0kr-Senior-Full-Stack-Developer-Superior-Business-Solutions-Cairo-Egypt?o=70&l=sp&t=sj&a=python|search-v3|hpb,Confidential,"Programming Language such as Node.js, GoLang, python, PHP, Java, C#, jQuery| You are passionate about quality and can engineer it at all stages of software development| You are an expert in practical aspects of running Scrum (or other agile methodologies) within a team and in a distributed cross-team environment.•| Experience More than 3 years| Fluent English is a MUST| Education: Bachelor's Degree in Computer Science or relevant discipline.| Nice to Have: Previous Experience in Health care.| Residents near Nasr City are preferred| Another foreign language"
